News Source,Bias,Reporting,References,Website
Franklin Center for Government and Public Integrity,Right-Center,Mixed,52748,https://www.theverge.com/circuitbreaker/2018/1/8/16863286/anker-zolo-liberty-plus-wireless-earbuds-bluetooth-5-pricing-release-date-ces-2018
Hoover Institution,Right-Center,Mixed,267881,https://en.wikipedia.org/wiki/Franklin_Center_for_Government_and_Public_Integrity
Human Progress,Right-Center,Mixed,156783,https://www.hoover.org/
London Broadcasting Company (LBC),Right-Center,Mixed,41645,https://humanprogress.org/
Lynx Media,Right-Center,Mixed,5340,https://en.wikipedia.org/wiki/LBC
Mises Daily,Right-Center,Mixed,1614267,http://www.lynxmedia.com/
News Heist,Right-Center,Mixed,65,https://mises.org/library/mises-daily-articles
Newsline,Right-Center,Mixed,173418,https://newsheist.com/
Russia Insider,Right-Center,Mixed,36624,https://nfb.org/nfbnewsline
Sputnik News,Right-Center,Mixed,2420062,https://russia-insider.com/en
The EC Journal,Right-Center,Mixed,51,https://sputniknews.com/
WikiLeaks,Right-Center,Mixed,443733,https://www.theecjournal.com/
9 News (Australia),Right-Center,High,729880,https://wikileaks.org/
AL.com (Alabama News),Right-Center,High,3170681,https://www.9news.com.au/
American Action Forum,Right-Center,High,9218,https://www.al.com/news/
American Council on Science and Health,Right-Center,High,93893,https://www.americanactionforum.org/
American Firearms Institute,Right-Center,High,1684,https://www.acsh.org/
American Foreign Policy Council (AFPC),Right-Center,High,45141,https://www.americanfirearms.org/
Americas Quarterly,Right-Center,High,176769,https://en.wikipedia.org/wiki/American_Foreign_Policy_Council
Arab News,Right-Center,High,1012913,https://www.americasquarterly.org/
Arizona Republic,Right-Center,High,3575782,http://www.arabnews.com/
Arkansas Democrat-Gazette,Right-Center,High,1363101,https://www.azcentral.com/
Armstrong Economics,Right-Center,High,167752,https://www.arkansasonline.com/
Bipartisan Policy Center,Right-Center,High,15510,https://www.armstrongeconomics.com/
Breaking Defense,Right-Center,High,17185,https://bipartisanpolicy.org/
Breakthrough Institute,Right-Center,High,67181,https://www.facebook.com/BreakingDefense/
Calgary Sun,Right-Center,High,621876,https://thebreakthrough.org/
California Political Review,Right-Center,High,104017,https://calgarysun.com/
Canadian Jewish News (CJN),Right-Center,High,40703,http://www.capoliticalreview.com/
Canadian Taxpayers Federation,Right-Center,High,35628,https://www.cjnews.com/
Cato Institute,Right-Center,High,1746113,https://www.taxpayer.com/
Center for a Stateless Society,Right-Center,High,133516,https://www.cato.org/
Center for the National Interest,Right-Center,High,121117,https://c4ss.org/
Check Your Fact,Right-Center,High,2688,https://cftni.org/
Christianity Today,Right-Center,High,659223,https://en.wikipedia.org/wiki/Fact-checking
Circa News,Right-Center,High,1397178,https://www.christianitytoday.com/
Colorado Springs Gazette,Right-Center,High,169351,https://www.circa.com/
Columbia Daily Herald,Right-Center,High,36080,https://gazette.com/
Columbus Dispatch,Right-Center,High,1030072,https://www.columbiadailyherald.com/
Communities Digital News,Right-Center,High,9191,https://www.dispatch.com/
Competitive Enterprise Institute,Right-Center,High,283022,https://mediabiasfactcheck.com/communities-digital-news/
Council on Foreign Relations,Right-Center,High,556325,https://cei.org/
Daily Telegraph,Right-Center,High,9630745,https://www.cfr.org/
Dallas Morning News,Right-Center,High,3282252,https://www.telegraph.co.uk/
Deseret News,Right-Center,High,1025997,https://www.dallasnews.com/
Desert Sun,Right-Center,High,616847,https://www.deseretnews.com/
Detroit News,Right-Center,High,1454298,https://en.wikipedia.org/wiki/Desert_Sun
Downsizing the Federal Government,Right-Center,High,101674,https://www.detroitnews.com/
Edmonton Sun,Right-Center,High,504668,https://www.downsizinggovernment.org/
Ethics and Public Policy Center (EPPC),Right-Center,High,47770,https://edmontonsun.com/
Financial Post,Right-Center,High,373252,https://eppc.org/
FitsNews,Right-Center,High,97803,https://business.financialpost.com/
Florida Times-Union,Right-Center,High,514808,https://www.fitsnews.com/
Foreign Policy Initiative,Right-Center,High,33861,https://www.jacksonville.com/
Foreign Policy Research Institute,Right-Center,Very High,51077,https://en.wikipedia.org/wiki/Foreign_Policy_Initiative
Fortnightly Review,Right-Center,High,12708,https://www.fpri.org/
Fortune Magazine,Right-Center,High,785329,http://fortnightlyreview.co.uk/
Foundation for Economic Education,Right-Center,High,964942,http://fortune.com/
Fraser Institute,Right-Center,High,153356,https://fee.org/
Freedom House,Right-Center,High,398836,https://www.fraserinstitute.org/
Group of Thirty,Right-Center,High,699,https://freedomhouse.org/
Gulf News,Right-Center,High,967012,http://group30.org/
Herald-Sun,Right-Center,High,2274735,https://gulfnews.com/
Heterodox Academy,Right-Center,High,252153,https://www.heraldsun.com.au/
High Point Enterprise,Right-Center,High,3050,https://heterodoxacademy.org/
Honest Reporting,Right-Center,High,211336,https://hpenews.com/
Institute for Humane Studies,Right-Center,High,17249,https://honestreporting.com/
Irish Independent,Right-Center,High,878733,https://theihs.org/
Israel Hayom,Right-Center,High,52987,https://www.independent.ie/
ITV News,Right-Center,High,1638517,http://www.israelhayom.com/
Japan Today,Right-Center,High,301478,https://www.itv.com/news/
Just Facts,Right-Center,High,3364,https://japantoday.com/
Learn Liberty,Right-Center,High,69135,https://www.justfacts.com/
Lexington Institute,Right-Center,High,16621,https://zoloaudio.com/pages/liberty-1
Liberty Viral,Right-Center,High,0,https://www.lexingtoninstitute.org/
London Evening Standard,Right-Center,High,3933787,https://www.facebook.com/libertyviral/
Mackinac Center for Public Policy,Right-Center,High,2559495,https://www.standard.co.uk/
Manhattan Institute for Policy Research,Right-Center,High,152162,https://www.mackinac.org/
Military Times,Right-Center,High,1651877,https://www.manhattan-institute.org/
MyNorthwest,Right-Center,High,162866,https://www.militarytimes.com/
National Interest,Right-Center,High,386542,http://mynorthwest.com/
National Post,Right-Center,High,1734239,https://nationalinterest.org/
News Rescue,Right-Center,High,27840,https://nationalpost.com/
NTD.TV (New Tang Dynasty),Right-Center,High,2367734,https://www.independent.co.uk/topic/Rescue
Oil Price,Right-Center,High,1622614,https://en.wikipedia.org/wiki/New_Tang_Dynasty_Television
Orange County Register,Right-Center,High,1122755,https://oilprice.com/
Oregonian,Right-Center,High,5257027,https://www.ocregister.com/
Orlando Sentinel,Right-Center,High,4010247,https://www.oregonlive.com/
Ottawa Citizen,Right-Center,High,1154540,https://www.orlandosentinel.com/
Pacific Research Institute,Right-Center,High,118249,https://ottawacitizen.com/
Peninsula Daily News,Right-Center,High,30229,https://www.pacificresearch.org/
Pittsburgh Tribune Review,Right-Center,High,124073,http://www.peninsuladailynews.com/
PunchingBag Post,Right-Center,High,15796,https://triblive.com/
Quillette,Right-Center,High,244092,https://mediabiasfactcheck.com/punchingbag-post/
R Street Institute,Right-Center,High,8664,https://quillette.com/
Rasmussen Reports,Right-Center,High,608408,https://www.rstreet.org/
Real Clear Defense,Right-Center,High,165453,http://www.rasmussenreports.com/
Real Clear Policy,Right-Center,High,239422,https://www.realcleardefense.com/
RealClearReligion,Right-Center,High,359112,https://www.realclearpolicy.com/
Red River Valley News,Right-Center,High,212135,https://www.realclearreligion.org/
Remington Research Group,Right-Center,High,338,https://www.valleynewslive.com/
Russian News Agency-TASS,Right-Center,High,1203636,https://remingtonresearchgroup.com/
Salem Radio Network News (SRN News),Right-Center,High,230029,http://tass.com/
SOFREP,Right-Center,High,29347,https://www.srnnews.com/
South Florida Sun-Sentinel,Right-Center,High,3518491,https://twitter.com/sofrepradio?lang=en
Fort Worth Star-Telegram,Right-Center,High,1129651,https://www.sun-sentinel.com/
Statesman Journal,Right-Center,High,947464,https://www.star-telegram.com/
Strategic Culture Foundation,Right-Center,High,628499,https://www.statesmanjournal.com/
Student Daily News,Right-Center,High,30799,https://www.strategic-culture.org/
Tallahassee Democrat,Right-Center,High,366840,https://www.studentnewsdaily.com/
Tampa Tribune,Right-Center,High,214686,https://www.tallahassee.com/
Tax Foundation,Right-Center,Very High,480131,https://www.tampabay.com/
Tharawat Magazine,Right-Center,High,23605,https://taxfoundation.org/
The Algemeiner Journal,Right-Center,High,140189,https://www.tharawat-magazine.com/
The American Conservative,Right-Center,High,1493266,https://www.algemeiner.com/
The American Interest,Right-Center,High,180382,https://www.theamericanconservative.com/
The Augusta Chronicle,Right-Center,High,696889,https://www.the-american-interest.com/
The Australian,Right-Center,High,6037758,https://www.augustachronicle.com/
The Fiscal Times,Right-Center,High,227582,https://www.theaustralian.com.au/
The Gazette (Cedar Rapids),Right-Center,High,1459253,http://www.thefiscaltimes.com/
The Independent Review,Right-Center,High,275695,https://www.thegazette.com/
The Jack News,Right-Center,High,14,https://en.wikipedia.org/wiki/The_Independent_Review
The Japan News,Right-Center,High,59308,http://thejacknews.com/
The Jewish Press,Right-Center,High,239330,http://the-japan-news.com/
The Libertarian Republic,Right-Center,High,50012,https://www.jewishpress.com/
The Manila Times,Right-Center,High,472112,https://thelibertarianrepublic.com/
The Nation Pakistan,Right-Center,High,1569376,https://www.manilatimes.net/
The New Atlantis,Right-Center,High,175522,https://nation.com.pk/
The News Lens,Right-Center,High,660850,https://www.thenewatlantis.com/
The Oklahoman,Right-Center,High,98368,https://www.thenewslens.com/
The Press-Enterprise,Right-Center,High,512747,https://newsok.com/
The Smoking Gun,Right-Center,High,1453244,https://www.pe.com/
The Spectator (UK),Right-Center,High,3005188,http://www.thesmokinggun.com/
The Spokesman-Review,Right-Center,High,1139033,https://www.spectator.co.uk/
The Straits Times,Right-Center,High,2513202,http://www.spokesman.com/
The Tennessean,Right-Center,High,990124,https://www.straitstimes.com/
The West Australian,Right-Center,High,345953,https://www.tennessean.com/
Toledo Blade,Right-Center,High,801632,https://thewest.com.au/
ValueWalk,Right-Center,High,649252,https://www.toledoblade.com/
Waterbury Republican-American,Right-Center,High,180478,https://www.valuewalk.com/2018/05/ios-12-concept-ar-smart-notifications/
WestMonster,Right-Center,High,21952,https://www.rep-am.com/
Wichita Eagle,Right-Center,High,1245638,https://twitter.com/westmonsteruk?lang=en
Foreign Policy Research Institute,Right-Center,Very High,51077,https://www.kansas.com/
Tax Foundation,Right-Center,Very High,480131,https://www.fpri.org/
1600 Daily,Right,Mixed,12768272,https://taxfoundation.org/
Accuracy in Media (AIM),Right,Mixed,558931,https://www.whitehouse.gov/1600daily/
Acting Man,Right,Mixed,358589,https://en.wikipedia.org/wiki/Accuracy_in_Media
Against Crony Capitialism,Right,Mixed,157308,https://acting-man.com/
Alpha News,Right,Mixed,17367,https://en.wikipedia.org/wiki/Crony_capitalism
American Greatness,Right,Mixed,124735,https://www.alphatv.gr/news/
American Legislative Exchange Council (ALEC),Right,Mixed,80532,https://amgreatness.com/
American Liberty Report,Right,Mixed,1366,https://www.alec.org/
American Thinker,Right,Mixed,2545146,https://mediabiasfactcheck.com/american-liberty-report/
American Web Media (AWM),Right,Mixed,21061,https://www.americanthinker.com/
Americans for Prosperity,Right,Mixed,195249,https://mediabiasfactcheck.com/american-web-media-awm/
Assyrian International News Agency,Right,Mixed,78234,https://americansforprosperity.org/
Bearing Arms,Right,Mixed,1015979,http://www.aina.org/
Beliefnet,Right,Mixed,1854648,https://bearingarms.com/
Big Government News,Right,Mixed,307,https://www.beliefnet.com/
Big League Politics,Right,Mixed,15267,https://www.breitbart.com/politics/
Bizpac Review,Right,Mixed,242091,https://bigleaguepolitics.com/
I Bleed Red White and Blue,Right,Mixed,108,https://mediabiasfactcheck.com/bizpac-review/
Campaign Life Coalition,Right,Mixed,5697,https://www.amazon.com/Bleed-Red-White-Blue/dp/B004D001OI
Campus Reform,Right,Mixed,438133,https://www.campaignlifecoalition.com/
Capital Research Center,Right,Mixed,35921,https://www.campusreform.org/
Chicks on the Right,Right,Mixed,190578,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=109783
Christian News Alerts,Right,Mixed,195,https://www.chicksonright.com/
Christian Post,Right,Mixed,619405,https://www.christianheadlines.com/
Church Militant,Right,Mixed,81328,https://www.christianpost.com/
Citizens United,Right,Mixed,5769,https://www.churchmilitant.com/
Civitas Institute,Right,Mixed,27541,https://en.wikipedia.org/wiki/Citizens_United_v._FEC
Cold Dead Hands,Right,Mixed,25929,https://www.nccivitas.org/
Conservative Daily News,Right,Mixed,49604,"""https://en.wikipedia.org/wiki/From_my_cold,_dead_hands"""
Conservative HQ,Right,Mixed,158398,https://www.conservativedailynews.com/
Conservative Today,Right,Mixed,116,https://www.researchgate.net/publication/320750708_Algebraic_dynamic_multilevel_method_for_compositional_flow_in_heterogeneous_porous_media
Cowger Nation,Right,Mixed,4653,https://torontosun.com/news/national/tory-majority-if-federal-election-held-today-poll-says
Crime Prevention Research Center,Right,Mixed,41056,https://cowgernation.com/
Crisis Magazine,Right,Mixed,174638,https://mediabiasfactcheck.com/crime-prevention-research-center/
Daily Sabah,Right,Mixed,833715,https://www.crisismagazine.com/
Daily Surge,Right,Mixed,12821,https://www.dailysabah.com/
Dangerous,Right,Mixed,45608,https://mediabiasfactcheck.com/daily-surge/
DC Statesman,Right,Mixed,7577,https://en.oxforddictionaries.com/definition/dangerous
DC Whispers,Right,Mixed,12805,https://www.youtube.com/channel/UCp80KnAH2DG0P2-fzhbhdiA
Deplorables Report,Right,Mixed,0,http://dcwhispers.com/
Disobedient Media,Right,Mixed,96808,https://www.investors.com/politics/editorials/blue-collar-deplorables-rising/
Drudge Report,Right,Mixed,4945647,https://disobedientmedia.com/
Energy Citizens,Right,Mixed,4694,https://www.drudgereport.com/
Ethics & Religious Liberty Commission (ERLC),Right,Mixed,100721,https://www.energycitizens.ca/
Facts and Logic About the Middle East (FLAME),Right,Mixed,46225,https://erlc.com/
FaithWire,Right,Mixed,13973,https://www.factsandlogic.org/
Federalist Press,Right,Mixed,2002,https://www.faithwire.com/
Federalist Society,Right,Mixed,137966,http://thefederalist.com/tag/the-press/
First in Freedom Daily,Right,Mixed,4152,https://en.wikipedia.org/wiki/Federalist_Society
First Things Magazine,Right,Mixed,802237,https://firstinfreedomdaily.com/
Free West Media,Right,Mixed,7620,https://www.firstthings.com/
Freedom Crossroads,Right,Mixed,612,http://freewestmedia.com/
Freedom Works,Right,Mixed,700708,http://freedomcrossroads.com/
Frontiers of Freedom,Right,Mixed,14498,https://www.freedomworks.org/
Future in America,Right,Mixed,26,https://www.ff.org/
Gatestone Institute,Right,Mixed,374586,https://mic.com/articles/87819/what-will-america-look-like-in-2060-9-bold-predictions-about-our-future
Get Religion,Right,Mixed,263420,https://www.gatestoneinstitute.org/
GOPUSA,Right,Mixed,85294,https://www.getreligion.org/
Government Accountability Institute,Right,Mixed,133366,https://www.g-a-i.org/
Guerrilla News,Right,Mixed,0,http://www.guerrillanews.com/
Heartland Institute,Right,Mixed,189440,https://www.heartland.org/
Heat Street,Right,Mixed,151683,https://en.wikipedia.org/wiki/Heat_Street
Heritage Foundation,Right,Mixed,1869146,https://www.heritage.org/
HermanCain.com,Right,Mixed,18526,https://www.hermancain.com/
Hillary Daily,Right,Mixed,6349,http://thehillarydaily.com/
Human Events,Right,Mixed,1840211,http://humanevents.com/
Independent Women s Forum (IWF),Right,Mixed,47202,https://www.iwf.org/
Institute for Family Studies,Right,Mixed,5821,https://ifstudies.org/
iPatriot,Right,Mixed,20282,http://www.jewishworldreview.com/
Jewish World Review,Right,Mixed,541630,https://en.wikipedia.org/wiki/Judicial_Crisis_Network
Judicial Crisis Network,Right,Mixed,8014928,https://kansaspolicy.org/
Kansas Policy Institute (KPI),Right,Mixed,8463,https://www.bfsweb.org/the-knox-report
Knox Report,Right,Mixed,234,https://legalinsurrection.com/
Legal Insurrection,Right,Mixed,1474229,https://libertyhangout.org/
Liberty Hangout,Right,Mixed,29437,https://www.libertyheadlines.com/
Liberty Headlines,Right,Mixed,56281,https://www.libertynews.com/
Liberty News,Right,Mixed,15046,https://libertytalk.fm/
LibertyTalk.FM,Right,Mixed,266965,https://ewww.kumamoto-u.ac.jp/en/visitors/life/about/
Life and About,Right,Mixed,764,http://fightpp.org/
Life Decisions International,Right,Mixed,537,http://www.lifenews.ca/
Life News,Right,Mixed,374033,https://www.youtube.com/channel/UCIveFvW-ARp_B_RckhweNJw
Louder With Crowder,Right,Mixed,40217,https://www.lyincomey.com/
Lyin  Comey,Right,Mixed,1056,https://en.wikipedia.org/wiki/Media_circus
Media Circus,Right,Mixed,17233,https://en.wikipedia.org/wiki/Media_Research_Center
Media Research Center (MRC),Right,Mixed,808896,https://en.wikipedia.org/wiki/National_Center_for_Public_Policy_Research
National Center for Public Policy Research (NCPPR),Right,Mixed,21884,https://home.nra.org/
National Rifle Association (NRA),Right,Mixed,4263721,https://newbostonpost.com/subscribe-to-newbostonpost/
New Boston Post,Right,Mixed,15404,https://www.newsbusters.org/
Newsbusters,Right,Mixed,2386769,https://www.newsmax.com/
Newsmax,Right,Mixed,2339733,https://certification.comptia.org/it-career-news/post/view/2018/05/14/what-s-next-using-comptia-network-to-launch-your-it-specialization
Next News Network,Right,Mixed,35319,https://en.wikipedia.org/wiki/Conservative_liberalism
Not Liberal,Right,Mixed,3545,https://ngl.cengage.com/search/browse/productOverview.do?Ntt=947007592943503601840356352156446175&N=201+4294918395+4294903148&Ntk=P_EPI&showMoreIds=4%7C181
NTK Network,Right,Mixed,20792,https://www.numbersusa.com/
Numbers USA,Right,Mixed,324320,https://mediabiasfactcheck.com/offended-america/
Offended America,Right,Mixed,117,https://offgridsurvival.com/
Offgrid Survival,Right,Mixed,145819,https://mediabiasfactcheck.com/onenewsnow/
OneNewsNow,Right,Mixed,133316,https://www.opslens.com/
OpsLens,Right,Mixed,8498,http://patriotretort.com/
PatriotRetort.com,Right,Mixed,114374,https://www.facebook.com/politichicks/
Politichicks,Right,Mixed,17107,https://en.wikipedia.org/wiki/Fake_news_website
PoliticsNote,Right,Mixed,4121,https://mediabiasfactcheck.com/politifeed/
Politifeed,Right,Mixed,20,https://www.facebook.com/PopulistWire/
Populist Wire,Right,Mixed,1803,https://www.projectveritas.com/
Project Veritas,Right,Mixed,157188,https://en.wikipedia.org/wiki/Quadrant_(magazine)
Quadrant Magazine,Right,Mixed,113532,https://www.rd.com/
Reader s Digest,Right,Mixed,447333,http://redalertpolitics.com/
Red Alert Politics,Right,Mixed,56186,https://www.redflagnews.com/
Red Flag News,Right,Mixed,128355,http://defendinghistory.com/category/jewish-cemetery-piramont-snipiskes-shnipishok
RenewedRight.com,Right,Mixed,2827,https://www.facebook.com/Resistance-Media-885910344800432/
Resistance Media,Right,Mixed,38,https://www.youtube.com/watch?v=SJf4DphIb0c
Richochet,Right,Mixed,493210,https://www.youtube.com/channel/UCkJ1N-7g9Q6n7KnriGit-Ig
Ron Paul Liberty Report,Right,Mixed,12071,https://www.secureamericanow.org/
Secure America Now,Right,Mixed,2786,https://sentinelksmo.org/
Sentinel KSMO,Right,Mixed,7345,https://english.stackexchange.com/questions/52513/is-there-an-english-idiom-for-your-silence-implies-your-consent
Silence is Consent,Right,Mixed,0,https://en.wikipedia.org/wiki/Spiked_(magazine)
Spiked Magazine,Right,Mixed,6881,https://mediabiasfactcheck.com/tea-party-news-tpnn/
Tea Party News (The Point),Right,Mixed,126386,https://www.thecentralvoice.ca/
The Advertiser,Right,Mixed,511413,https://www.amazon.com/American-Cause-Russell-Kirk/dp/1882926935
The American Cause,Right,Mixed,17795,https://mediabiasfactcheck.com/the-blacksphere-kevin-jackson/
The Blacksphere (Kevin Jackson),Right,Mixed,210509,https://thecitizenpress.com/
The Citizen Press,Right,Mixed,2318,https://www.amazon.com/MAC-Prep-Prime-Fix-3-4/dp/B00PWP4ILA
The College Fix,Right,Mixed,352210,https://www.theconservativenut.com/
The Conservative Nut,Right,Mixed,5,https://en.wikipedia.org/wiki/The_Conservative_Woman
The Conservative Woman,Right,Mixed,31773,https://twitter.com/daily_defender?lang=en
The Daily Defender,Right,Mixed,22,https://mediabiasfactcheck.com/the-daily-liberator/
The Daily Liberator,Right,Mixed,8283,https://www.dailytelegraph.com.au/
The Daily Telegraph (Australia),Right,Mixed,617185,https://theconservativetreehouse.com/
The Last Refuge (Conservative Treehouse),Right,Mixed,441506,https://www.thenewamerican.com/
The New American,Right,Mixed,528730,https://lsslib.wordpress.com/2017/04/27/adding-personal-notes-to-outlook-email-messages/
The Post and Email,Right,Mixed,131185,http://therantidote.com/
The RANTidote,Right,Mixed,52,http://realstrategy.com/
The Real Strategy,Right,Mixed,10759,https://www.therebel.media/
The Rebel,Right,Mixed,110684,https://www.themaven.net/theresurgent/
The Resurgent,Right,Mixed,82223,http://ronpaulinstitute.org/
The Ron Paul Institute,Right,Mixed,24221,https://www.thesun.co.uk/
The Sun,Right,Mixed,5856873,https://townhall.com/
Townhall,Right,Mixed,2967734,https://mediabiasfactcheck.com/tribunist/
Tribunist,Right,Mixed,438,https://www.tpusa.com/
Turning Point USA,Right,Mixed,14258,https://en.wikipedia.org/wiki/Twitchy
Twitchy,Right,Mixed,1478956,https://www.unwatch.org/en/
UN Watch,Right,Mixed,59957,https://mediabiasfactcheck.com/unbiased-america/
Unbiased America,Right,Mixed,0,https://mediabiasfactcheck.com/us-politics-info/
US Politics Info,Right,Mixed,475,https://www.usatoday.com/story/news/politics/2019/01/19/government-shutdown-trumps-offer-lead-deal-democrats/2625162002/
USA Politics Today,Right,Mixed,8252,https://www.straitstimes.com/asia/se-asia/kl-denies-giving-nod-for-johor-mb-to-visit-vessel-in-spore-waters
Vessel News,Right,Mixed,531,https://mediabiasfactcheck.com/western-free-press/
Western Free Press,Right,Mixed,13683,https://www.whatfinger.com/
Whatfinger,Right,Mixed,403094,https://en.wikipedia.org/wiki/World_(magazine)
World Magazine,Right,Mixed,57845,https://www.youngcons.com/
Young Conservatives,Right,Mixed,43439,https://www.merriam-webster.com/dictionary/acculturate
Acculturated,Right,High,116716,https://spectator.org/
American Spectator,Right,High,9320959,https://www.ammoland.com/
Ammoland,Right,High,193406,https://beinglibertarian.com/
Being Libertarian,Right,High,13766,https://en.wikipedia.org/wiki/Blue_Lives_Matter
Blue Lives Matter,Right,High,9496,https://www.city-journal.org/
City Journal,Right,High,773966,https://www.commentarymagazine.com/
Commentary Magazine,Right,High,709922,https://mediabiasfactcheck.com/conservative-institute/
Conservative Institute,Right,High,838,https://mediabiasfactcheck.com/csc-mediagroup-usa/
CSC Mediagroup USA,Right,High,16,https://mediabiasfactcheck.com/debate-post/
Debate Post,Right,High,5928,http://www.economicpolicyjournal.com/
EconomicPolicyJournal.com,Right,High,255193,https://hotair.com/
Hot Air,Right,High,4516508,https://www.hudson.org/
Hudson Institute,Right,High,196377,https://www.illinoispolicy.org/
Illinois Policy Institute,Right,High,114502,https://ijr.com/
Independent Journal Review,Right,High,170877,https://mediabiasfactcheck.com/independent-sentinel/
Independent Sentinel,Right,High,243092,https://www.jewishpolicycenter.org/
Jewish Policy Center,Right,High,21003,https://keepandbear.com/
Keep and Bear,Right,High,1018,http://www.newrevolutionnow.org/
New Revolution Now,Right,High,540,https://observer.com/
New York Observer,Right,High,1216783,https://www.cbc.ca/news/canada/toronto/ontario-proud-election-advertising-spending-1.4941210
Ontario Proud,Right,High,74,https://www.anker.com/store/powerline-6ft-micro-usb/A81430A1
Power Line,Right,High,3722931,http://www.restoreamericanglory.com/
Restore American Glory,Right,High,1725,https://savejersey.com/
Save Jersey,Right,High,28022,https://www.teapartypatriots.org/
Tea Party Patriots,Right,High,204564,http://www.teapartytribune.com/
Tea Party Tribune,Right,High,236254,http://carepublican.com/
The California Republican,Right,High,387,https://thehayride.com/
The Hayride,Right,High,98574,https://mediabiasfactcheck.com/the-millennial-review/
The Millennial Review,Right,High,0,http://tennesseestar.com/
The Tennessee Star,Right,High,3202,https://www.thetruthaboutguns.com/
The Truth About Guns,Right,High,212315,https://torontosun.com/
Toronto Sun,Right,High,591756,https://www.worldtribune.org/
World Tribune,Right,High,5971,https://yellowhammernews.com/
YellowHammer News,Right,High,27222,https://www.yaf.org/
Young America s Foundation (YAF),Right,High,44714,https://www.frontiersin.org/
Frontiers,Pro-Science,Mixed,148954,https://www.airspacemag.com/
Air & Space Magazine,Pro-Science,Very High,1416776,https://www.aap.org/
American Academy of Pediatrics,Pro-Science,Very High,392468,https://www.aaas.org/
American Association for the Advancement of Science (AAAS),Pro-Science,Very High,1350520,https://sites.agu.org/
American Geophysical Union (AGU),Pro-Science,Very High,1493228,https://www.ajaonline.org/
American Journal of Archaeology,Pro-Science,Very High,40176,https://www.aps.org/about/
American Physical Society (APS),Pro-Science,Very High,549652,http://www.apsa.org/
American Psychoanalytic Association,Pro-Science,Very High,30037,https://www.americanscientist.org/
American Scientist,Pro-Science,Very High,128213,https://adaa.org/
Anxiety and Depression Association of America (ADAA),Pro-Science,Very High,65707,https://www.archaeology.org/
Archaeology Magazine,Pro-Science,Very High,134675,https://arstechnica.com/
Ars Technica,Pro-Science,High,4376243,http://www.astronomy.com/
Astronomy Magazine,Pro-Science,Very High,360040,https://www.skeptics.com.au/
Australian Skeptics Inc.,Pro-Science,High,52411,https://autisticadvocacy.org/
Autistic Self Advocacy Network,Pro-Science,Very High,43760,https://aws.amazon.com/solutions/case-studies/us-centers-for-disease-control-and-prevention/
Centers for Disease Control and Prevention (CDC),Pro-Science,Very High,5913355,https://climateactiontracker.org/
Climate Action Tracker,Pro-Science,Very High,15497,https://www.climatecentral.org/
Climate Central,Pro-Science,Very High,177927,https://climatefeedback.org/
Climate Feedback,Pro-Science,Very High,4747,https://www.cnet.com/
CNET,Pro-Science,High,20368677,https://canada.cochrane.org/
Cochrane,Pro-Science,Very High,1485432,https://www.csicop.org/
Committee for Skeptical Inquiry,Pro-Science,Very High,152685,https://www.consumerlab.com/
ConsumerLab.com,Pro-Science,High,36130,http://contrailscience.com/
Contrail Science,Pro-Science,Very High,11067,https://cosmosmagazine.com/
Cosmos Magazine,Pro-Science,High,177962,https://en.wikipedia.org/wiki/Discover_(magazine)
Discover Magazine,Pro-Science,High,604218,https://doubtfulnews.com/
Doubtful News,Pro-Science,Very High,47676,https://www.earthmagazine.org/
Earth Magazine,Pro-Science,Very High,47434,https://www.techradar.com/news/television/sky-hd-with-wi-fi-box-priced-going-wireless-won-t-cost-the-earth-1175459
Earth & Sky,Pro-Science,High,114170,https://edgefoundation.org/
Edge Foundation,Pro-Science,Very High,638509,https://www.britannica.com/
Encyclopedia Britannica,Pro-Science,High,1529189,https://examine.com/
Examine.com,Pro-Science,High,32389,https://en.wikipedia.org/wiki/Federation_of_American_Scientists
Federation of American Scientists (FAS),Pro-Science,Very High,293842,https://blog.frontiersin.org/2018/07/26/frontiers-in-psychology-welcomes-professor-julie-dockrell-as-specialty-chief-editor-of-educational-psychology/
Frontiers In Psychology,Pro-Science,Very High,818,https://futurism.com/
Futurism,Pro-Science,High,164462,https://www.healthline.com/
HealthLine,Pro-Science,High,381551,https://www.howstuffworks.com/
HowStuffWorks,Pro-Science,Very High,1001394,https://www.insidescience.org/
Inside Science,Pro-Science,High,45726,https://www.irena.org/
International Renewable Energy Agency (IRENA),Pro-Science,Very High,344820,https://web.randi.org/
James Randi Educational Foundation,Pro-Science,Very High,12411,https://www.hopkinsmedicine.org/
Johns Hopkins Medicine,Pro-Science,Very High,827193,https://www.jstor.org/
JStor,Pro-Science,Very High,2286287,https://www.mayoclinic.org/
Mayo Clinic,Pro-Science,Very High,1058730,https://www.medicaldaily.com/
Medical Daily,Pro-Science,High,84240,https://www.medicalnewstoday.com/
Medical News Today,Pro-Science,High,1129911,https://medicalxpress.com/
MedicalXPress,Pro-Science,Very High,708708,http://www.medscape.com/
Medscape,Pro-Science,Very High,3705140,https://www.dailysuppclub.com/pricing/
Mental Daily,Pro-Science,High,2059,https://www.technologyreview.com/
MIT Technology Review,Pro-Science,Very High,1844233,https://mosaic-plus-brown.github.io/mosaic/
Mosaic,Pro-Science,High,8339,https://www.nasa.gov/
NASA,Pro-Science,Very High,10315236,http://www.nasonline.org/
